side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
OR,1,0,0,2,5,2,5,2,3767,0,0,0,0,2,3767,0,0
OR,1,1,0,2,5,2,5,1,456,0,0,0,0,1,456,0,0
OR,0,0,1,2,5,2,5,1,703,0,0,0,0,1,703,0,0
OR,1,0,1,2,5,2,5,4,2052,0,0,0,0,4,2052,0,0
OR,0,0,2,2,5,2,5,2,2633,0,0,0,0,2,2633,0,0
OR,1,0,2,2,5,2,5,7,19151,2,17234,0,0,5,1917,0,0
OR,1,1,2,2,5,2,5,1,247,0,0,0,0,1,247,0,0
OR,1,0,2,3,5,2,5,1,392,0,0,0,0,1,392,0,0
OR,0,0,3,3,5,2,5,5,1907,0,0,0,0,5,1907,0,0
OR,1,0,3,3,5,2,5,2,1346,0,0,0,0,2,1346,0,0
OR,1,1,3,3,5,2,5,2,813,0,0,0,0,2,813,0,0
OR,0,0,4,3,5,2,5,2,1734,0,0,0,0,2,1734,0,0
OR,1,0,4,3,5,2,5,2,6541,1,6013,0,0,1,528,0,0
AND,0,0,0,4,5,2,5,2,353,0,0,0,0,2,353,0,0
AND,1,0,0,4,5,2,5,5,1584,0,0,0,0,5,1584,0,0
AND,1,1,0,4,5,2,5,1,144,0,0,0,0,1,144,0,0
OR,1,1,0,4,5,2,5,4,1782,0,0,0,0,4,1782,0,0
OR,1,0,2,4,5,2,5,1,860,0,0,0,0,1,860,0,0
OR,1,0,3,4,5,2,5,21,16321,0,0,0,0,21,16321,0,0
OR,1,1,3,4,5,2,5,1,1578,1,1578,0,0,0,0,0,0
OR,1,0,4,4,5,2,5,14,9117,1,2587,0,0,13,6530,0,0
OR,1,1,4,4,5,2,5,1,191,0,0,0,0,1,191,0,0
AND,1,0,0,5,5,2,5,2,641,0,0,0,0,2,641,0,0
AND,1,1,0,5,5,2,5,53,9351,1,2887,0,0,52,6464,0,0
OR,1,0,4,5,5,2,5,13,8178,0,0,0,0,13,8178,0,0
AND,0,0,5,5,5,2,5,1,149,0,0,0,0,1,149,0,0
AND,1,0,5,5,5,2,5,22,1917,0,0,0,0,22,1917,0,0
OR,1,1,0,1,0,3,5,7,4609,0,0,0,0,7,4609,0,0
OR,1,1,2,4,0,3,5,1,334,0,0,0,0,1,334,0,0
OR,1,1,0,1,1,3,5,2,979,0,0,0,0,2,979,0,0
OR,1,1,0,2,1,3,5,3,196,0,0,0,0,3,196,0,0
AND,1,1,2,5,1,3,5,1,216,0,0,0,0,1,216,0,0
OR,1,1,3,5,1,3,5,1,782,0,0,0,0,1,782,0,0
OR,1,1,0,1,2,3,5,1,296,0,0,0,0,1,296,0,0
OR,1,1,0,3,2,3,5,1,226,0,0,0,0,1,226,0,0
AND,1,1,0,4,4,3,5,1,3,0,0,0,0,1,3,0,0
AND,0,0,0,0,5,3,5,956,152323,37,86012,0,0,919,66311,0,0
OR,0,0,0,0,5,3,5,1329,335449,113,201688,0,0,1216,133761,0,0
AND,1,0,0,0,5,3,5,36,2095,1,881,0,0,35,1214,0,0
OR,1,0,0,0,5,3,5,719,377484,146,199196,0,0,573,178288,0,0
OR,1,1,0,0,5,3,5,6,4672,2,1428,0,0,4,3244,0,0
OR,1,0,0,1,5,3,5,1,360,0,0,0,0,1,360,0,0
OR,1,1,0,1,5,3,5,3,840,0,0,0,0,3,840,0,0
OR,0,0,3,1,5,3,5,3,4474,2,3831,0,0,1,643,0,0
OR,1,1,1,2,5,3,5,2,601,0,0,0,0,2,601,0,0
OR,1,1,2,2,5,3,5,2,2520,0,0,0,0,2,2520,0,0
OR,1,0,4,3,5,3,5,1,8211,0,0,0,0,1,8211,0,0
OR,1,0,4,4,5,3,5,2,2191,2,2191,0,0,0,0,0,0
AND,0,0,0,5,5,3,5,1,372,0,0,0,0,1,372,0,0
AND,1,0,5,5,5,3,5,3,8,1,3,0,0,2,5,0,0
OR,1,1,0,1,0,4,5,4,3183,1,1461,0,0,3,1722,0,0
OR,1,1,1,2,0,4,5,2,1448,0,0,0,0,2,1448,0,0
OR,1,1,2,3,0,4,5,2,5469,0,0,0,0,2,5469,0,0
OR,1,1,3,4,0,4,5,4,4045,0,0,0,0,4,4045,0,0
OR,1,1,1,2,1,4,5,2,1661,0,0,0,0,2,1661,0,0
OR,1,1,2,4,1,4,5,1,2171,0,0,0,0,1,2171,0,0
AND,0,0,0,0,5,4,5,1057,64659,47,5122,0,0,1010,59537,0,0
OR,0,0,0,0,5,4,5,97,121096,48,82450,0,0,49,38646,0,0
AND,1,0,0,0,5,4,5,6,25,0,0,0,0,6,25,0,0
OR,1,0,0,0,5,4,5,378,226829,115,54496,0,0,263,172333,0,0
OR,1,1,0,0,5,4,5,16,9183,0,0,0,0,16,9183,0,0
OR,1,1,0,1,5,4,5,1,308,0,0,0,0,1,308,0,0
OR,0,0,3,1,5,4,5,1,642,1,642,0,0,0,0,0,0
OR,1,0,3,1,5,4,5,1,588,1,588,0,0,0,0,0,0
OR,1,1,1,2,5,4,5,2,1904,0,0,0,0,2,1904,0,0
OR,1,1,2,2,5,4,5,8,5244,0,0,0,0,8,5244,0,0
OR,1,0,3,3,5,4,5,1,246,0,0,0,0,1,246,0,0
OR,1,1,3,3,5,4,5,1,1773,0,0,0,0,1,1773,0,0
OR,1,0,4,3,5,4,5,1,1698,0,0,0,0,1,1698,0,0
AND,1,1,0,5,5,4,5,1,1315,0,0,0,0,1,1315,0,0
AND,0,0,2,5,5,4,5,1,382,0,0,0,0,1,382,0,0
AND,1,0,3,5,5,4,5,1,455,0,0,0,0,1,455,0,0
OR,1,1,4,5,5,4,5,4,1623,0,0,0,0,4,1623,0,0
AND,1,0,5,5,5,4,5,1,261,0,0,0,0,1,261,0,0
OR,1,1,0,1,0,5,5,2,894,0,0,0,0,2,894,0,0
OR,1,1,1,2,0,5,5,3,2279,0,0,0,0,3,2279,0,0
AND,0,0,0,0,5,5,5,211,4590,10,20,0,0,201,4570,0,0
OR,0,0,0,0,5,5,5,27,7931,2,82,0,0,25,7849,0,0
AND,1,0,0,0,5,5,5,1,2,1,2,0,0,0,0,0,0
OR,1,0,0,0,5,5,5,79,36663,24,10673,0,0,55,25990,0,0
OR,1,1,0,0,5,5,5,2,940,0,0,0,0,2,940,0,0
OR,1,1,0,1,5,5,5,1,679,0,0,0,0,1,679,0,0
OR,1,1,1,2,5,5,5,1,537,0,0,0,0,1,537,0,0
AND,0,0,0,0,5,6,5,73,249,0,0,0,0,73,249,0,0
AND,1,0,0,0,5,6,5,14,42,0,0,0,0,14,42,0,0
OR,1,0,0,0,5,6,5,17,9911,9,1148,0,0,8,8763,0,0
AND,0,0,0,0,5,2,7,15,180,0,0,0,0,15,180,0,0
AND,0,0,0,0,5,3,7,29,5051,3,4884,0,0,26,167,0,0
AND,0,0,0,0,5,4,7,61,2384,0,0,0,0,61,2384,0,0
AND,0,0,0,0,5,5,7,9,33,0,0,0,0,9,33,0,0
AND,0,0,0,0,5,6,7,20,102,0,0,0,0,20,102,0,0
